«1737-0000»,【 カンマ区切りテキスト形式です。】
«1737-0010»,【 ・「みんなで翻刻」の各コマ編集では当該コマ外の行を削除してください。】
«1737-0020»,【 ・表の区画内での改行は“|”で表記します。】
«1737-0030»,【 ・«行番号»とその次のカラム(«暦首»など)は表成型に用いますので削除しないでください。】
«1737-0040»,【 ・カンマ","を追加・削除すると、その行が表成型できない場合があります。】
«1737-0050»,【 外部リンク　】
«1737-0060»,【 ・国会図書館 : https://dl.ndl.go.jp/info:ndljp/pid/2546784/166 ～ 175】
«1737-0070»,【 ・hosi.org　 : http://hosi.org:3000/Note/1737h　(翻刻編集終了データを表成型して表示します)】
«1737-0080»,【 　　　　　　 　http://hosi.org:3000/Note/1737ht (翻刻編集中データを表成型して表示します)】
«1737-0090»,【 　変体仮名例 : https://github.com/suchowan/calendar_papers/blob/master/kanagoyomi/picture/hentaigana_example.png 】
«1737-0100»,«版元»,出版地○○,出版元□□□,　
«1737-0110»,«暦首»,元文二年ひのとのみ乃貞享暦,婁宿|値年,凡三百八十四日
«1737-0120»,«大歳»,大さいみの方,此方ニむかひて万よし|但木をきらす
«1737-0130»,«大將軍»,大しやうくんうの方,ひつしのとしまて|三年ふさかり
«1737-0140»,«大陰»,大おんうの方,此方ニむかひて|さんをせす
«1737-0150»,«歳徳»,としとくあきの方|いねの間万よし,とらう|,金神,|いぬい
«1737-0160»,«歳刑»,さいけうさるの方,むかひて|たねまかす,土公,春はかま|秋は井,夏はかと|冬はには
«1737-0170»,«歳破»,さいはいの方,むかひてわたましせす|ふねのりはしめす,正月小,二月大,三月大
«1737-0180»,«歳煞»,さいせつたつの方,此方より|よめとらす,四月大,五月小,六月大
«1737-0190»,«黄幡»,わうはんうしの方,むかひて|弓はしめよし,七月小,八月小,九月大
«1737-0200»,«豹尾»,へうひひつしの方,むかひて大小へんせす|ちくるいもとめす,十月小,十一月大|閏十一月小,十二月大
«1737-0210»,«月序»,正月,小,建,壬寅,心宿値月角宿木曜値朔日
«1737-0220»,«正月»,一日,かのえとら,のそく,木,吉事始,はかため くらひらき ひめはしめ きそはしめ|ゆとのはしめ こしのりそめ万よし
«1737-0230»,«正月»,二日,かのとのう,みつ,木,　,馬のりそめ ふねのりそめ 弓はしめ|あきなひはしめ すきそめ万よし
«1737-0240»,«三日»,三日,みつのえたつ,たいら,水,　,大みやう日 五む日 大くわ 地火
«1737-0250»,«暦日1»,四〳,みつのとのみ,さたん,水,天一天上,ちう日 わうまう
«1737-0260»,«暦日2»,五〳,きのえむま,とる,金,せつふん,神よし  けんふく ふねのりよし
«1737-0270»,«暦日0»,六〳,きのとのひつし,とる,,　,大みやう 五む日
